Name,Sex,Year,Occurrences
Arlen,M,1994,30
Arlen,F,1995,11
Arlen,M,1995,41
Arlen,F,1996,15
Arlen,M,1996,36
Arlen,F,1997,17
Arlen,M,1997,38
Arlen,F,1998,19
Arlen,M,1998,32
Arlen,F,1999,10
Arlen,M,1999,28
Arlena,F,1900,17
Arlena,F,1902,16
Arlena,F,1903,13
Arlena,F,1904,13
Arlena,F,1905,15
Arlena,F,1906,13
Arlena,F,1907,14
Arlena,F,1908,22
Arlena,F,1909,10
Arlena,F,1910,20
Arlena,F,1911,20
Arlena,F,1912,20
Arlena,F,1913,24
Arlena,F,1914,28
Arlena,F,1915,26
Arlena,F,1916,41
Arlena,F,1917,32
Arlena,F,1918,34
Arlena,F,1919,60
Arlena,F,1920,45
Arlena,F,1921,39
Arlena,F,1922,32
Arlena,F,1923,34
Arlena,F,1924,46
Arlena,F,1925,54
Arlena,F,1926,33
Arlena,F,1927,41
Arlena,F,1928,28
Arlena,F,1929,32
Arlena,F,1930,48
Arlena,F,1931,33
Arlena,F,1932,33
Arlena,F,1933,35
Arlena,F,1934,27
Arlena,F,1935,19
Arlena,F,1936,23
Arlena,F,1937,26
Arlena,F,1938,24
Arlena,F,1939,24
Arlena,F,1940,25
Arlena,F,1941,24
Arlena,F,1942,30
Arlena,F,1943,22
Arlena,F,1944,20
Arlena,F,1945,22
Arlena,F,1946,22
Arlena,F,1947,18
Arlena,F,1948,29
Arlena,F,1949,17
Arlena,F,1950,30
Arlena,F,1951,26
Arlena,F,1952,21
Arlena,F,1953,20
Arlena,F,1954,18
Arlena,F,1955,12
Arlena,F,1956,13
Arlena,F,1957,16
Arlena,F,1958,31
Arlena,F,1959,23
Arlena,F,1960,19
Arlena,F,1961,22
Arlena,F,1962,27
Arlena,F,1963,26
Arlena,F,1964,27
Arlena,F,1965,24
Arlena,F,1966,25
Arlena,F,1967,11
Arlena,F,1968,24
Arlena,F,1969,29
Arlena,F,1970,26
Arlena,F,1971,22
Arlena,F,1972,24
Arlena,F,1973,18
Arlena,F,1974,27
Arlena,F,1975,17
Arlena,F,1976,19
Arlena,F,1977,25
Arlena,F,1978,28
Arlena,F,1979,19
Arlena,F,1980,23
Arlena,F,1981,25
Arlena,F,1982,26
Arlena,F,1983,22
Arlena,F,1984,20
Arlena,F,1985,17
Arlena,F,1986,15
Arlena,F,1987,18
Arlena,F,1988,18
Arlena,F,1989,18
Arlena,F,1990,26
Arlena,F,1991,31
Arlena,F,1992,34
Arlena,F,1993,24
Arlena,F,1994,34
Arlena,F,1995,29
Arlena,F,1996,22
Arlena,F,1997,21
Arlena,F,1998,15
Arlena,F,1999,13
Arlene,F,1900,47
Arlene,F,1901,38
Arlene,F,1902,47
Arlene,F,1903,67
Arlene,F,1904,59
Arlene,F,1905,77
Arlene,F,1906,107
Arlene,F,1907,101
Arlene,F,1908,143
Arlene,F,1909,160
Arlene,F,1910,207
Arlene,F,1911,226
Arlene,F,1912,325
Arlene,F,1913,471
Arlene,F,1914,608
Arlene,F,1915,864
Arlene,F,1916,1105
Arlene,F,1917,1208
Arlene,F,1918,1340
Arlene,F,1919,1427
Arlene,F,1920,1594
Arlene,F,1921,1837
Arlene,F,1922,1884
Arlene,F,1923,2090
Arlene,F,1924,2276
Arlene,F,1925,2275
Arlene,F,1926,2521
Arlene,F,1927,2562
Arlene,F,1928,2521
Arlene,M,1928,10
Arlene,F,1929,2400
Arlene,F,1930,2507
Arlene,M,1930,13
Arlene,F,1931,3216
Arlene,M,1931,11
Arlene,F,1932,3109
Arlene,M,1932,15
Arlene,F,1933,3187
Arlene,M,1933,10
Arlene,F,1934,3914
Arlene,M,1934,13
Arlene,F,1935,3684
Arlene,F,1936,3898
Arlene,M,1936,15
Arlene,F,1937,3807
Arlene,M,1937,23
Arlene,F,1938,3891
Arlene,M,1938,20
Arlene,F,1939,3576
Arlene,M,1939,20
Arlene,F,1940,3258
Arlene,M,1940,15
Arlene,F,1941,3290
Arlene,F,1942,3332
Arlene,M,1942,17
Arlene,F,1943,3145
Arlene,F,1944,2714
Arlene,M,1944,13
Arlene,F,1945,2772
Arlene,F,1946,2800
Arlene,F,1947,2908
Arlene,F,1948,2480
Arlene,F,1949,2395
Arlene,F,1950,2389
Arlene,F,1951,2502
Arlene,F,1952,2329
Arlene,F,1953,2304
Arlene,F,1954,2081
Arlene,F,1955,1979
Arlene,F,1956,1808
Arlene,F,1957,1693
Arlene,F,1958,1775
Arlene,F,1959,1794
Arlene,F,1960,1624
Arlene,F,1961,1553
Arlene,F,1962,1342
Arlene,F,1963,1297
Arlene,F,1964,1223
Arlene,F,1965,1051
Arlene,F,1966,911
Arlene,F,1967,772
Arlene,F,1968,720
Arlene,F,1969,738
Arlene,F,1970,717
Arlene,F,1971,605
Arlene,F,1972,501
Arlene,F,1973,501
Arlene,F,1974,435
Arlene,F,1975,408
Arlene,F,1976,415
Arlene,F,1977,390
Arlene,F,1978,355
Arlene,F,1979,325
Arlene,F,1980,371
Arlene,F,1981,413
Arlene,F,1982,421
Arlene,F,1983,369
Arlene,F,1984,350
Arlene,F,1985,347
Arlene,F,1986,353
Arlene,F,1987,364
Arlene,F,1988,341
Arlene,F,1989,341
Arlene,F,1990,314
Arlene,F,1991,332
Arlene,F,1992,369
Arlene,F,1993,343
Arlene,F,1994,297
Arlene,F,1995,297
Arlene,F,1996,302
Arlene,F,1997,318
Arlene,F,1998,304
Arlene,F,1999,313
Arleny,F,1999,11
Arles,M,1914,10
Arles,M,1925,10
Arlesia,F,1963,12
Arlesia,F,1964,10
Arlesia,F,1965,15
Arlester,M,1948,11
Arlet,F,1993,14
Arlet,F,1994,10
Arlet,F,1995,10
Arlet,F,1997,15
Arlet,F,1998,17
Arlet,F,1999,19
Arleta,F,1914,11
Arleta,F,1915,12
Arleta,F,1916,15
Arleta,F,1917,17
Arleta,F,1918,10
Arleta,F,1919,22
Arleta,F,1920,14
Arleta,F,1921,18
Arleta,F,1922,25
Arleta,F,1923,23
Arleta,F,1924,13
Arleta,F,1925,23
Arleta,F,1926,19
Arleta,F,1927,26
Arleta,F,1928,21
Arleta,F,1929,27
Arleta,F,1930,23
Arleta,F,1931,22
Arleta,F,1932,32
Arleta,F,1933,19
Arleta,F,1934,29
Arleta,F,1935,27
Arleta,F,1936,21
Arleta,F,1937,21
Arleta,F,1938,20
Arleta,F,1939,19
Arleta,F,1940,19
Arleta,F,1941,23
Arleta,F,1942,24
Arleta,F,1943,25
Arleta,F,1944,23
Arleta,F,1945,19
Arleta,F,1946,26
Arleta,F,1947,10
Arleta,F,1948,19
Arleta,F,1949,21
Arleta,F,1950,19
Arleta,F,1951,17
Arleta,F,1952,16
Arleta,F,1953,12
Arleta,F,1954,12
Arleta,F,1955,11
Arleta,F,1957,18
Arleta,F,1958,10
Arleta,F,1959,16
Arleta,F,1960,12
Arleta,F,1961,10
Arleta,F,1964,13
Arleta,F,1966,11
Arleth,F,1996,18
Arleth,F,1997,46
Arleth,F,1998,25
Arleth,F,1999,64
Arletha,F,1912,11
Arletha,F,1914,14
Arletha,F,1915,10
Arletha,F,1917,14
Arletha,F,1918,29
Arletha,F,1919,17
Arletha,F,1920,28
Arletha,F,1921,23
Arletha,F,1922,18
Arletha,F,1923,19
Arletha,F,1924,23
Arletha,F,1925,22
Arletha,F,1926,25
Arletha,F,1927,30
Arletha,F,1928,23
Arletha,F,1929,29
Arletha,F,1930,25
Arletha,F,1931,23
Arletha,F,1932,25
Arletha,F,1933,22
Arletha,F,1934,17
Arletha,F,1935,26
Arletha,F,1936,23
Arletha,F,1937,21
Arletha,F,1938,11
Arletha,F,1939,20
Arletha,F,1940,16
Arletha,F,1941,11
Arletha,F,1942,16
Arletha,F,1943,20
Arletha,F,1944,20
Arletha,F,1945,19
Arletha,F,1946,22
Arletha,F,1947,24
Arletha,F,1948,26
Arletha,F,1949,25
Arletha,F,1950,27
Arletha,F,1951,25
Arletha,F,1952,27
Arletha,F,1953,26
Arletha,F,1954,22
Arletha,F,1955,29
Arletha,F,1956,30
Arletha,F,1957,28
Arletha,F,1958,36
Arletha,F,1959,38
Arletha,F,1960,29
Arletha,F,1961,36
Arletha,F,1962,33
Arletha,F,1963,41
Arletha,F,1964,37
Arletha,F,1965,27
Arletha,F,1966,36
Arletha,F,1967,27
Arletha,F,1968,29
Arletha,F,1969,23
Arletha,F,1970,20
Arletha,F,1971,28
Arletha,F,1972,23
Arletha,F,1973,15
Arletha,F,1974,17
Arletha,F,1975,14
Arletha,F,1977,12
Arletha,F,1978,10
Arletha,F,1979,13
Arletha,F,1980,16
Arletha,F,1982,11
Arlethia,F,1924,11
Arlethia,F,1936,10
Arlethia,F,1965,10
Arlett,F,1994,10
Arlett,F,1997,11
Arlett,F,1998,13
Arlett,F,1999,10
Arletta,F,1900,12
Arletta,F,1903,10
Arletta,F,1905,12
Arletta,F,1906,10
Arletta,F,1907,11
Arletta,F,1910,12
Arletta,F,1911,15
Arletta,F,1913,13
Arletta,F,1914,19
Arletta,F,1915,34
Arletta,F,1916,27
Arletta,F,1917,30
Arletta,F,1918,46
Arletta,F,1919,47
Arletta,F,1920,35
Arletta,F,1921,42
Arletta,F,1922,35
Arletta,F,1923,45
Arletta,F,1924,48
Arletta,F,1925,43
Arletta,F,1926,48
Arletta,F,1927,45
Arletta,F,1928,46
Arletta,F,1929,51
Arletta,F,1930,58
Arletta,F,1931,45
Arletta,F,1932,55
Arletta,F,1933,55
Arletta,F,1934,44
Arletta,F,1935,35
Arletta,F,1936,42
Arletta,F,1937,43
Arletta,F,1938,56
Arletta,F,1939,41
Arletta,F,1940,47
Arletta,F,1941,41
Arletta,F,1942,39
Arletta,F,1943,40
Arletta,F,1944,30
Arletta,F,1945,21
Arletta,F,1946,30
Arletta,F,1947,31
Arletta,F,1948,34
Arletta,F,1949,31
Arletta,F,1950,32
Arletta,F,1951,24
Arletta,F,1952,40
Arletta,F,1953,43
Arletta,F,1954,37
Arletta,F,1955,26
Arletta,F,1956,34
Arletta,F,1957,24
Arletta,F,1958,33
Arletta,F,1959,25
Arletta,F,1960,21
Arletta,F,1961,35
Arletta,F,1962,19
Arletta,F,1963,22
Arletta,F,1964,27
Arletta,F,1965,27
Arletta,F,1966,10
Arletta,F,1967,17
Arletta,F,1968,17
Arletta,F,1969,27
Arletta,F,1970,12
Arletta,F,1972,19
Arletta,F,1973,11
Arletta,F,1974,13
Arletta,F,1975,15
Arletta,F,1978,10
Arletta,F,1985,13
Arlette,F,1916,10
Arlette,F,1917,11
Arlette,F,1919,10
Arlette,F,1920,20
Arlette,F,1921,26
Arlette,F,1922,18
Arlette,F,1923,24
Arlette,F,1924,15
Arlette,F,1925,19
Arlette,F,1926,22
Arlette,F,1927,51
Arlette,F,1928,26
Arlette,F,1929,16
Arlette,F,1930,33
Arlette,F,1931,21
Arlette,F,1932,14
Arlette,F,1933,14
Arlette,F,1934,18
Arlette,F,1935,29
Arlette,F,1936,28
Arlette,F,1937,13
Arlette,F,1938,40
Arlette,F,1939,30
Arlette,F,1940,29
Arlette,F,1941,24
Arlette,F,1942,22
Arlette,F,1943,22
Arlette,F,1944,16
Arlette,F,1945,20
Arlette,F,1946,44
Arlette,F,1947,39
Arlette,F,1948,46
Arlette,F,1949,47
Arlette,F,1950,30
Arlette,F,1951,33
Arlette,F,1952,34
Arlette,F,1953,39
Arlette,F,1954,55
Arlette,F,1955,51
Arlette,F,1956,47
Arlette,F,1957,22
Arlette,F,1958,44
Arlette,F,1959,27
Arlette,F,1960,38
Arlette,F,1961,67
Arlette,F,1962,53
Arlette,F,1963,42
Arlette,F,1964,38
Arlette,F,1965,34
Arlette,F,1966,38
Arlette,F,1967,22
Arlette,F,1968,37
Arlette,F,1969,30
Arlette,F,1970,34
Arlette,F,1971,31
Arlette,F,1972,25
Arlette,F,1973,15
Arlette,F,1974,13
Arlette,F,1975,23
Arlette,F,1976,13
Arlette,F,1977,11
Arlette,F,1978,19
Arlette,F,1979,15
Arlette,F,1980,25
Arlette,F,1981,20
Arlette,F,1982,14
Arlette,F,1983,21
Arlette,F,1984,19
Arlette,F,1985,18
Arlette,F,1986,26
Arlette,F,1987,17
Arlette,F,1988,23
Arlette,F,1989,35
Arlette,F,1990,20
Arlette,F,1991,32
Arlette,F,1992,36
Arlette,F,1993,40
Arlette,F,1994,43
Arlette,F,1995,38
Arlette,F,1996,32
Arlette,F,1997,54
Arlette,F,1998,62
Arlette,F,1999,58
Arley,M,1908,12
Arley,M,1912,21
Arley,M,1913,22
Arley,M,1914,30
Arley,M,1915,54
Arley,M,1916,42
Arley,M,1917,46
Arley,M,1918,47
Arley,M,1919,42
Arley,M,1920,44
Arley,M,1921,48
Arley,F,1922,11
Arley,M,1922,63
Arley,M,1923,59
Arley,M,1924,40
Arley,M,1925,50
Arley,M,1926,60
Arley,M,1927,59
Arley,M,1928,44
Arley,F,1929,10
Arley,M,1929,54
Arley,M,1930,36
Arley,M,1931,37
Arley,M,1932,46
Arley,M,1933,42
Arley,M,1934,43
Arley,M,1935,37
Arley,M,1936,44
Arley,M,1937,48
Arley,M,1938,28
Arley,M,1939,29
Arley,M,1940,37
Arley,M,1941,28
Arley,M,1942,39
Arley,M,1943,32
Arley,M,1944,37
Arley,M,1945,30
Arley,M,1946,38
Arley,M,1947,29
Arley,M,1948,31
Arley,M,1949,19
Arley,M,1950,25
Arley,M,1951,33
Arley,M,1952,20
Arley,M,1953,14
Arley,M,1954,20
Arley,M,1955,21
Arley,M,1956,26
Arley,M,1957,17
Arley,M,1958,21
Arley,M,1959,19
Arley,M,1960,15
Arley,M,1961,18
Arley,M,1962,14
Arley,M,1963,16
Arley,M,1964,10
Arley,M,1965,17
Arley,M,1966,13
Arley,M,1967,12
Arley,M,1968,10
Arley,M,1969,12
Arley,M,1971,10
Arley,M,1974,11
Arley,M,1975,10
Arley,M,1976,11
Arley,M,1977,11
Arley,M,1979,11
Arley,M,1981,10
Arley,F,1982,27
Arley,M,1982,11
Arley,F,1983,30
Arley,M,1983,13
Arley,F,1984,15
Arley,M,1984,11
Arley,M,1986,11
Arley,M,1987,11
Arley,M,1988,22
Arley,M,1989,29
Arley,M,1990,27
Arley,M,1991,15
Arley,M,1992,19
Arley,M,1993,42
Arley,M,1994,24
Arley,M,1995,14
Arley,M,1996,10
Arley,M,1999,12
Arlicia,F,1968,10
Arlicia,F,1972,10
Arlicia,F,1973,11
Arlicia,F,1977,10
Arlicia,F,1987,11
Arlicia,F,1989,12
Arlie,F,1900,22
Arlie,M,1900,16
Arlie,F,1901,22
Arlie,M,1901,17
Arlie,F,1902,14
Arlie,M,1902,16
Arlie,F,1903,19
Arlie,M,1903,17
Arlie,F,1904,16
Arlie,M,1904,30
Arlie,F,1905,14
Arlie,M,1905,22
Arlie,F,1906,20
Arlie,M,1906,29
Arlie,F,1907,22
Arlie,M,1907,26
Arlie,F,1908,16
Arlie,M,1908,26
Arlie,F,1909,22
Arlie,M,1909,38
Arlie,F,1910,26
Arlie,M,1910,23
Arlie,F,1911,16
Arlie,M,1911,34
Arlie,F,1912,35
Arlie,M,1912,51
Arlie,F,1913,41
Arlie,M,1913,63
Arlie,F,1914,47
Arlie,M,1914,91
Arlie,F,1915,33
Arlie,M,1915,122
Arlie,F,1916,52
Arlie,M,1916,152
Arlie,F,1917,66
Arlie,M,1917,139
Arlie,F,1918,58
Arlie,M,1918,147
Arlie,F,1919,46
Arlie,M,1919,139
Arlie,F,1920,46
Arlie,M,1920,157
Arlie,F,1921,79
Arlie,M,1921,170
Arlie,F,1922,61
Arlie,M,1922,149
Arlie,F,1923,38
Arlie,M,1923,162
Arlie,F,1924,37
Arlie,M,1924,148
Arlie,F,1925,41
Arlie,M,1925,146
Arlie,F,1926,49
Arlie,M,1926,132
Arlie,F,1927,36
Arlie,M,1927,155
Arlie,F,1928,45
Arlie,M,1928,149
Arlie,F,1929,24
Arlie,M,1929,118
Arlie,F,1930,31
Arlie,M,1930,132
Arlie,F,1931,24
Arlie,M,1931,138
Arlie,F,1932,27
Arlie,M,1932,128
Arlie,F,1933,22
Arlie,M,1933,121
Arlie,F,1934,24
Arlie,M,1934,110
Arlie,F,1935,25
Arlie,M,1935,78
Arlie,F,1936,18
Arlie,M,1936,100
Arlie,F,1937,22
Arlie,M,1937,91
Arlie,M,1938,90
Arlie,F,1939,22
Arlie,M,1939,99
Arlie,F,1940,24
Arlie,M,1940,89
Arlie,F,1941,10
Arlie,M,1941,93
Arlie,F,1942,13
Arlie,M,1942,91
Arlie,F,1943,17
Arlie,M,1943,113
Arlie,M,1944,103
Arlie,F,1945,13
Arlie,M,1945,70
Arlie,F,1946,11
Arlie,M,1946,84
Arlie,F,1947,12
Arlie,M,1947,93
Arlie,F,1948,15
Arlie,M,1948,91
Arlie,F,1949,11
Arlie,M,1949,72
Arlie,F,1950,10
Arlie,M,1950,58
Arlie,M,1951,56
Arlie,M,1952,66
Arlie,F,1953,11
Arlie,M,1953,74
Arlie,M,1954,70
Arlie,M,1955,66
Arlie,M,1956,53
Arlie,F,1957,11
Arlie,M,1957,71
Arlie,M,1958,55
Arlie,M,1959,42
Arlie,M,1960,50
Arlie,M,1961,37
Arlie,M,1962,59
Arlie,M,1963,45
Arlie,M,1964,45
Arlie,M,1965,28
Arlie,M,1966,39
Arlie,M,1967,32
Arlie,M,1968,32
Arlie,M,1969,29
Arlie,M,1970,38
Arlie,M,1971,25
Arlie,M,1972,22
Arlie,M,1973,22
Arlie,M,1974,22
Arlie,M,1975,25
Arlie,M,1976,23
Arlie,M,1977,19
Arlie,M,1978,16
Arlie,M,1979,19
Arlie,M,1980,17
Arlie,M,1981,15
Arlie,M,1982,13
Arlie,F,1983,15
Arlie,M,1983,11
Arlie,F,1984,14
Arlie,M,1984,21
Arlie,F,1985,10
Arlie,M,1985,13
Arlie,M,1986,11
Arlie,M,1988,19
Arlie,M,1991,12
Arlie,F,1992,10
Arlie,M,1993,16
Arlie,F,1998,13
Arlie,M,1998,12
Arliene,F,1917,10
Arliene,F,1921,12
Arliene,F,1926,10
Arlin,M,1913,24
Arlin,M,1914,28
Arlin,M,1915,46
Arlin,M,1916,34
Arlin,M,1917,28
Arlin,M,1918,40
Arlin,M,1919,38
Arlin,M,1920,39
Arlin,M,1921,36
Arlin,M,1922,48
Arlin,M,1923,50
Arlin,M,1924,53
Arlin,M,1925,39
Arlin,M,1926,56
Arlin,M,1927,55
Arlin,M,1928,66
Arlin,M,1929,56
Arlin,M,1930,57
Arlin,M,1931,62
Arlin,M,1932,70
Arlin,M,1933,81
Arlin,M,1934,81
Arlin,M,1935,85
Arlin,M,1936,68
Arlin,M,1937,56
Arlin,M,1938,84
Arlin,M,1939,75
Arlin,M,1940,70
Arlin,M,1941,64
Arlin,M,1942,55
Arlin,M,1943,69
Arlin,M,1944,45
Arlin,M,1945,53
Arlin,M,1946,50
Arlin,M,1947,71
Arlin,M,1948,55
Arlin,M,1949,51
Arlin,M,1950,53
Arlin,M,1951,58
Arlin,M,1952,52
Arlin,M,1953,66
Arlin,M,1954,30
Arlin,M,1955,48
Arlin,M,1956,58
Arlin,M,1957,46
Arlin,M,1958,47
Arlin,M,1959,44
Arlin,M,1960,48
Arlin,M,1961,32
Arlin,M,1962,40
Arlin,M,1963,41
Arlin,M,1964,33
Arlin,M,1965,36
Arlin,M,1966,29
Arlin,M,1967,23
Arlin,M,1968,35
Arlin,M,1969,25
Arlin,M,1970,35
Arlin,M,1971,20
Arlin,M,1972,22
Arlin,M,1973,18
Arlin,M,1974,21
Arlin,M,1975,18
Arlin,M,1976,14
Arlin,M,1977,17
Arlin,M,1978,18
Arlin,M,1979,17
Arlin,M,1980,18
Arlin,M,1981,10
Arlin,M,1982,13
Arlin,M,1983,20
Arlin,F,1984,16
Arlin,M,1985,14
Arlin,F,1986,12
Arlin,M,1986,17
Arlin,M,1988,23
Arlin,F,1989,13
Arlin,M,1989,23
Arlin,F,1990,16
Arlin,M,1990,14
Arlin,F,1991,21
Arlin,M,1991,16
Arlin,F,1992,17
Arlin,M,1992,20
Arlin,F,1993,15
Arlin,M,1993,11
Arlin,F,1994,22
Arlin,M,1994,14
Arlin,F,1995,12
Arlin,F,1996,15
Arlin,M,1996,23
Arlin,F,1997,13
Arlin,F,1998,15
Arlin,M,1998,16
Arlin,F,1999,17
Arlin,M,1999,10
Arlina,F,1993,10
Arlinda,F,1943,11
Arlinda,F,1946,16
Arlinda,F,1947,45
Arlinda,F,1948,60
Arlinda,F,1949,72
Arlinda,F,1950,49
Arlinda,F,1951,67
Arlinda,F,1952,61
Arlinda,F,1953,44
Arlinda,F,1954,37
Arlinda,F,1955,34
Arlinda,F,1956,30
Arlinda,F,1957,21
Arlinda,F,1958,25
Arlinda,F,1959,27
Arlinda,F,1960,23
Arlinda,F,1961,23
Arlinda,F,1962,23
Arlinda,F,1963,15
Arlinda,F,1964,15
Arlinda,F,1965,22
Arlinda,F,1966,12
Arlinda,F,1967,26
Arlinda,F,1968,49
Arlinda,F,1969,43
Arlinda,F,1970,57
Arlinda,F,1971,39
Arlinda,F,1972,44
Arlinda,F,1973,36
Arlinda,F,1974,34
Arlinda,F,1975,27
Arlinda,F,1976,19
Arlinda,F,1978,18
Arlinda,F,1979,21
Arlinda,F,1980,15
Arlinda,F,1981,14
Arlinda,F,1982,13
Arlinda,F,1984,11
Arlinda,F,1986,15
Arlinda,F,1987,15
Arlinda,F,1988,12
Arlinda,F,1989,12
Arlinda,F,1990,13
Arlinda,F,1991,18
Arlinda,F,1992,14
Arlinda,F,1993,12
Arlinda,F,1995,14
Arlinda,F,1996,10
Arlinda,F,1997,13
Arlinda,F,1999,11
Arline,F,1900,35
Arline,F,1901,32
Arline,F,1902,38
Arline,F,1903,55
Arline,F,1904,60
Arline,F,1905,73
Arline,F,1906,60
Arline,F,1907,79
Arline,F,1908,92
Arline,F,1909,96
Arline,F,1910,104
Arline,F,1911,133
Arline,F,1912,156
Arline,F,1913,187
Arline,F,1914,260
Arline,F,1915,343
Arline,F,1916,414
Arline,F,1917,533
Arline,F,1918,482
Arline,F,1919,513
Arline,F,1920,583
Arline,F,1921,628
Arline,F,1922,589
Arline,F,1923,653
Arline,F,1924,677
Arline,F,1925,608
Arline,F,1926,597
Arline,F,1927,531
Arline,F,1928,508
Arline,F,1929,456
Arline,F,1930,371
Arline,F,1931,292
Arline,F,1932,350
Arline,F,1933,356
Arline,F,1934,408
Arline,F,1935,485
Arline,F,1936,631
Arline,F,1937,559
Arline,F,1938,345
Arline,F,1939,227
Arline,F,1940,267
Arline,F,1941,263
Arline,F,1942,264
Arline,F,1943,227
Arline,F,1944,175
Arline,F,1945,143
Arline,F,1946,155
Arline,F,1947,147
Arline,F,1948,127
Arline,F,1949,98
Arline,F,1950,80
Arline,F,1951,76
Arline,F,1952,82
Arline,F,1953,108
Arline,F,1954,71
Arline,F,1955,66
Arline,F,1956,57
Arline,F,1957,55
Arline,F,1958,63
Arline,F,1959,51
Arline,F,1960,59
Arline,F,1961,58
Arline,F,1962,53
Arline,F,1963,41
Arline,F,1964,47
Arline,F,1965,37
Arline,F,1966,34
Arline,F,1967,24
Arline,F,1968,27
Arline,F,1969,33
Arline,F,1970,16
Arline,F,1971,16
Arline,F,1972,16
Arline,F,1973,22
Arline,F,1974,18
Arline,F,1977,15
Arline,F,1978,12
Arline,F,1980,16
Arline,F,1981,16
Arline,F,1982,10
Arline,F,1983,11
Arline,F,1985,14
Arline,F,1986,10
Arline,F,1987,11
Arline,F,1988,17
Arline,F,1989,18
Arline,F,1991,11
Arline,F,1992,19
Arline,F,1993,10
Arline,F,1994,14
Arline,F,1995,16
Arline,F,1997,21
Arline,F,1998,27
Arline,F,1999,33
Arlington,M,1910,13
Arlington,M,1912,14
Arlington,M,1913,21
Arlington,M,1914,24
Arlington,M,1915,26
Arlington,M,1916,32
Arlington,M,1917,44
Arlington,M,1918,36
Arlington,M,1919,28
Arlington,M,1920,35
Arlington,M,1921,30
Arlington,M,1922,36
Arlington,M,1923,25
Arlington,M,1924,28
Arlington,M,1925,30
Arlington,M,1926,22
Arlington,M,1927,26
Arlington,M,1928,16
Arlington,M,1929,13
Arlington,M,1930,17
Arlington,M,1931,27
Arlington,M,1932,23
Arlington,M,1933,15
Arlington,M,1934,19
Arlington,M,1935,17
Arlington,M,1937,24
Arlington,M,1938,16
Arlington,M,1939,14
Arlington,M,1940,19
Arlington,M,1941,14
Arlington,M,1942,12
Arlington,M,1943,27
Arlington,M,1944,13
Arlington,M,1946,15
Arlington,M,1947,15
Arlington,M,1948,10
Arlington,M,1949,13
Arlington,M,1950,15
Arlington,M,1951,11
Arlington,M,1953,10
Arlington,M,1954,10
Arlington,M,1955,14
Arlington,M,1956,13
Arlington,M,1957,10
Arlington,M,1958,16
Arlington,M,1962,13
Arlington,M,1965,15
Arlington,M,1979,10
Arlington,M,1982,12
Arlington,M,1985,10
Arlington,M,1990,14
Arlington,M,1996,11
Arlis,M,1913,14
Arlis,M,1914,10
Arlis,M,1915,20
Arlis,M,1916,20
Arlis,M,1917,22
Arlis,M,1918,23
Arlis,M,1919,26
Arlis,M,1920,30
Arlis,F,1921,13
Arlis,M,1921,31
Arlis,F,1922,12
Arlis,M,1922,39
Arlis,F,1923,13
Arlis,M,1923,38
Arlis,F,1924,10
Arlis,M,1924,36
Arlis,F,1925,18
Arlis,M,1925,38
Arlis,F,1926,15
Arlis,M,1926,23
Arlis,F,1927,24
Arlis,M,1927,41
Arlis,F,1928,26
Arlis,M,1928,41
Arlis,F,1929,22
Arlis,M,1929,31
Arlis,F,1930,28
Arlis,M,1930,30
Arlis,F,1931,21
Arlis,M,1931,48
Arlis,F,1932,20
Arlis,M,1932,43
Arlis,F,1933,27
Arlis,M,1933,39
Arlis,F,1934,19
Arlis,M,1934,43
Arlis,F,1935,37
Arlis,M,1935,32
Arlis,F,1936,27
Arlis,M,1936,42
Arlis,F,1937,23
Arlis,M,1937,41
Arlis,F,1938,27
Arlis,M,1938,34
Arlis,F,1939,20
Arlis,M,1939,36
Arlis,F,1940,19
Arlis,M,1940,42
Arlis,F,1941,19
Arlis,M,1941,22
Arlis,F,1942,25
Arlis,M,1942,36
Arlis,F,1943,29
Arlis,M,1943,32
Arlis,F,1944,13
Arlis,M,1944,37
Arlis,F,1945,21
Arlis,M,1945,26
Arlis,F,1946,16
Arlis,M,1946,31
Arlis,F,1947,22
Arlis,M,1947,38
Arlis,F,1948,22
Arlis,M,1948,19
Arlis,F,1949,19
Arlis,M,1949,31
Arlis,F,1950,15
Arlis,M,1950,17
Arlis,F,1951,12
Arlis,M,1951,24
Arlis,F,1952,18
Arlis,M,1952,18
Arlis,F,1953,18
Arlis,M,1953,17
Arlis,F,1954,14
Arlis,M,1954,19
Arlis,F,1955,14
Arlis,M,1955,20
Arlis,M,1956,17
Arlis,M,1957,22
Arlis,F,1958,12
Arlis,M,1958,24
Arlis,F,1959,10
Arlis,M,1959,16
Arlis,M,1960,15
Arlis,M,1961,11
Arlis,M,1962,12
Arlis,M,1963,11
Arlis,M,1964,11
Arlis,M,1965,15
Arlis,M,1966,13
Arlis,M,1967,12
Arlis,M,1969,17
Arlis,M,1970,11
Arlis,M,1972,13
Arlis,M,1975,10
Arlis,M,1976,14
Arlis,M,1978,11
Arlis,M,1985,12
Arlis,M,1992,12
Arlisa,F,1961,12
Arlisa,F,1962,14
Arlisa,F,1963,22
Arlisa,F,1964,20
Arlisa,F,1965,25
Arlisa,F,1966,13
Arlisa,F,1967,31
Arlisa,F,1968,23
Arlisa,F,1969,14
Arlisa,F,1970,21
Arlisa,F,1971,17
Arlisa,F,1972,16
Arlisa,F,1973,18
Arlisa,F,1974,10
Arlisa,F,1975,10
Arlisa,F,1977,10
Arlisa,F,1978,11
