page_id,name,ID,ALIGN,EYE,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
284232,Star Hawkins (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,28.00,"1960, March",1960
61906,Salvatore Maroni (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,28.00,"1942, August",1942
336532,"Slim, Ghost Patrol (New Earth)",Secret Identity,Good Characters,,Male Characters,,Deceased Characters,28.00,"1942, May",1942
161364,Thorndyke Thompkins (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,28.00,"1940, November",1940
200072,Hugh Hazzard (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,28.00,"1939, August",1939
177614,Robin Hood (New Earth),,Good Characters,,Male Characters,,Living Characters,28.00,"1938, January",1938
132809,Glomulus (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,27.00,"2009, April",2009
27052,Lyssa Drak (New Earth),Public Identity,Bad Characters,Red Eyes,Female Characters,,Living Characters,27.00,"2007, May",2007
1879,Rebecca Carstairs (New Earth),Public Identity,Good Characters,,Female Characters,,Living Characters,27.00,"2002, February",2002
4910,Michael Christian Amar (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,27.00,"2001, August",2001
19350,Martin van Wyck (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,27.00,"1999, March",1999
62224,Carmen Leno (New Earth),Public Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,27.00,"1997, May",1997
265931,Roland (New Earth),Public Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,27.00,"1995, June",1995
18975,Geoffrey Barron (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,27.00,"1993, November",1993
49157,William Clinton (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,27.00,"1993, February",1993
214324,Rose Lewis (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,27.00,"1990, June",1990
11949,Flora Black (New Earth),Secret Identity,Neutral Characters,Violet Eyes,Female Characters,,Deceased Characters,27.00,"1988, December",1988
23415,Elizabeth Thorne (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,27.00,"1987, September",1987
119891,Florence Crawley (New Earth),,Good Characters,,Female Characters,,Deceased Characters,27.00,"1987, May",1987
164102,Lori Lemaris (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,27.00,"1987, December",1987
11790,Dirk Davis (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,27.00,"1986, February",1986
11791,Theresa Collins (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,27.00,"1986, February",1986
382835,Karras (New Earth),Public Identity,Good Characters,Green Eyes,Male Characters,,Deceased Characters,27.00,"1985, July",1985
269388,Sharon Scott (New Earth),Public Identity,Good Characters,,Female Characters,,Living Characters,27.00,"1984, June",1984
162820,Dark Opal (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Deceased Characters,27.00,"1983, April",1983
42755,Shlagen (New Earth),Public Identity,,Orange Eyes,Male Characters,,Living Characters,27.00,"1983, June",1983
130430,Mona Taylor (New Earth),Public Identity,Bad Characters,Black Eyes,Female Characters,,Living Characters,27.00,"1982, June",1982
13033,Rupert Thorne (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,27.00,"1977, May",1977
1976,Destiny (New Earth),Secret Identity,Neutral Characters,,Male Characters,,Living Characters,27.00,"1972, August",1972
64860,David Lincoln (New Earth),,Good Characters,,Male Characters,,Living Characters,27.00,"1971, March",1971
8815,Drax (New Earth),Secret Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,27.00,"1971, March",1971
211957,Tiny (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,27.00,"1967, October",1967
2720,Athena Tremor (New Earth),,Good Characters,,Female Characters,,Living Characters,27.00,"1966, June",1966
15232,Epoch (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,27.00,"1962, March",1962
174272,Robert West (New Earth),Public Identity,,Brown Eyes,Male Characters,,Deceased Characters,27.00,"1960, November",1960
284210,Robot F2324 (New Earth),Public Identity,Good Characters,Photocellular Eyes,Female Characters,,Living Characters,27.00,"1960, March",1960
310692,"Fred, Ghost Patrol (New Earth)",Public Identity,Good Characters,,Male Characters,,Deceased Characters,27.00,"1942, May",1942
30296,Tong (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,27.00,"1938, June",1938
11640,Erik Storn (New Earth),Secret Identity,Good Characters,,Male Characters,,Deceased Characters,26.00,"2006, July",2006
11651,Hannibal Bates (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,26.00,"2006, July",2006
11833,Lester Colt (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,26.00,"2006, July",2006
138389,Mi-Sun Kwon (New Earth),Secret Identity,Good Characters,Brown Eyes,Female Characters,,Deceased Characters,26.00,"2004, May",2004
4890,Shyleen Lao (New Earth),Secret Identity,Good Characters,Brown Eyes,Female Characters,,Deceased Characters,26.00,"2001, December",2001
157281,Lena Luthor II (New Earth),Public Identity,Neutral Characters,,Female Characters,,Living Characters,26.00,"1998, January",1998
1495,Vesper Fairchild (New Earth),Public Identity,Good Characters,Green Eyes,Female Characters,,Deceased Characters,26.00,"1997, March",1997
128138,William Pettit (New Earth),Public Identity,Neutral Characters,,Male Characters,,Deceased Characters,26.00,"1996, February",1996
96686,Isadora Wellington-Smythe (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,26.00,"1994, January",1994
95771,Kahina Eskandari (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,26.00,"1994, January",1994
96592,Kevin Franklin (Dakotaverse),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,26.00,"1993, June",1993
202898,Mrs. McIlvaine (New Earth),,,,Female Characters,,Living Characters,26.00,"1993, February",1993
1878,Matthew Ryder (Armageddon 2001),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,26.00,"1991, May",1991
211974,Pythia II (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,26.00,"1988, October",1988
17944,Weird (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,26.00,"1988, April",1988
67135,Weng Chan (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,26.00,"1988, March",1988
198565,"James Gordon, Jr. (New Earth)",Public Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,26.00,"1987, May",1987
7561,Dufus P. Ratchet (New Earth),Secret Identity,,Blue Eyes,Male Characters,,Deceased Characters,26.00,"1984, October",1984
337052,Lord Garnet (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,26.00,"1983, October",1983
3817,Summer Day (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Female Characters,,Deceased Characters,26.00,"1978, September",1978
1465,Silver St. Cloud (New Earth),Public Identity,,Blue Eyes,Female Characters,,Deceased Characters,26.00,"1977, June",1977
133182,Carl Andrew Bork (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,26.00,"1969, January",1969
10539,Sam Simeon (New Earth),Secret Identity,Good Characters,Hazel Eyes,Male Characters,,Living Characters,26.00,"1968, September",1968
2724,Myron Victor (New Earth),,Good Characters,,Male Characters,,Living Characters,26.00,"1966, June",1966
55992,Evil Star (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,26.00,"1965, June",1965
8054,Richard Rawlins (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,26.00,"1961, May",1961
81134,Susan Williams (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,26.00,"1961, December",1961
323558,Celia Penbrook (New Earth),Public Identity,Good Characters,,Female Characters,,Living Characters,26.00,"1955, September",1955
56232,Thomas Rogers (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,26.00,"1942, January",1942
200080,Wonder Boy (Earth-X),,,,Male Characters,,Living Characters,26.00,"1940, July",1940
120285,Wotan (New Earth),Secret Identity,Bad Characters,Black Eyes,Male Characters,,Living Characters,26.00,"1940, May",1940
30295,Marco Polo (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,26.00,"1938, June",1938
134907,Joseph Higgins (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,25.00,"2009, July",2009
126100,Wildstar (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,25.00,"2009, May",2009
96124,Kryb (New Earth),Public Identity,Bad Characters,Black Eyes,Female Characters,,Deceased Characters,25.00,"2007, August",2007
13390,Helena Kyle (New Earth),Public Identity,Neutral Characters,Green Eyes,Female Characters,,Living Characters,25.00,"2006, May",2006
4164,Alvin Rusch (New Earth),Public Identity,Neutral Characters,Brown Eyes,Male Characters,,Living Characters,25.00,"2004, July",2004
93915,Damon Matthews (New Earth),Public Identity,Good Characters,,Male Characters,Homosexual Characters,Living Characters,25.00,"2004, October",2004
4831,Manitou Dawn (New Earth),Secret Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,25.00,"2003, January",2003
1604,Gavin King (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,25.00,"2001, October",2001
288063,Donald Fite (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,25.00,"1998, September",1998
145133,Sidney Speck (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,25.00,"1996, December",1996
2004,Uno (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,25.00,"1996, August",1996
11376,Baytor (New Earth),Public Identity,,Red Eyes,,,Living Characters,25.00,"1994, January",1994
6412,Jarras Minion (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,25.00,"1994, September",1994
137361,Nash (New Earth),Secret Identity,Bad Characters,Grey Eyes,Female Characters,,Deceased Characters,25.00,"1994, October",1994
120041,Clyde Phillips (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,25.00,"1988, July",1988
65207,Luke McKendrick (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,25.00,"1988, May",1988
65217,Maria Verdugo (New Earth),Secret Identity,Good Characters,,Female Characters,,Living Characters,25.00,"1988, May",1988
341718,Penelope (New Earth),,Good Characters,,Female Characters,Homosexual Characters,Living Characters,25.00,"1988, October",1988
65218,Victor Sommers (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,25.00,"1988, May",1988
3618,Jerry McGee (New Earth),Public Identity,,Brown Eyes,Male Characters,,Living Characters,25.00,"1987, October",1987
337002,Carl Nelligan (New Earth),Public Identity,Neutral Characters,Blue Eyes,Male Characters,,Living Characters,25.00,"1983, April",1983
70717,Felicity (New Earth),Public Identity,Good Characters,Pink Eyes,Female Characters,,Deceased Characters,25.00,"1983, July",1983
336933,Lady Turquoise (New Earth),Public Identity,Good Characters,Green Eyes,Female Characters,,Living Characters,25.00,"1983, November",1983
337034,Princess Emerald III (New Earth),Secret Identity,Good Characters,,Female Characters,,Living Characters,25.00,"1983, December",1983
337030,Sardonyx (New Earth),Public Identity,Neutral Characters,,Male Characters,,Living Characters,25.00,"1983, April",1983
284895,Eros (New Earth),Public Identity,Neutral Characters,Blue Eyes,Male Characters,,Living Characters,25.00,"1981, April",1981
15098,Nathaniel Tryon (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,25.00,"1981, November",1981
13323,Valda (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,25.00,"1981, November",1981
4429,Grant Wilson (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,25.00,"1980, November",1980
1475,Preston Payne (New Earth),Secret Identity,Bad Characters,Red Eyes,Male Characters,,Deceased Characters,25.00,"1978, June",1978
9635,Lucien (New Earth),Secret Identity,Neutral Characters,,Male Characters,,Living Characters,25.00,"1975, June",1975
119243,Valcan (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,25.00,"1975, June",1975
114949,Firehair (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,25.00,"1969, September",1969
48581,Carlo di Rienzi (New Earth),,,,Male Characters,,Deceased Characters,25.00,"1968, May",1968
2723,Herman Cramer (New Earth),,Good Characters,,Male Characters,,Living Characters,25.00,"1966, June",1966
129743,Eric Morden (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,25.00,"1964, March",1964
11232,Xax (New Earth),Secret Identity,Good Characters,Black Eyes,Male Characters,,Deceased Characters,25.00,"1961, December",1961
24246,Bonnie King (New Earth),Secret Identity,,Blue Eyes,Female Characters,,Living Characters,25.00,"1960, November",1960
6545,Christopher Freeman (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,25.00,"1942, December",1942
11873,Thomas N. Thomas (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,25.00,"1942, April",1942
174877,James Forrest (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,24.00,"2009, July",2009
92225,Milagro Reyes (New Earth),Public Identity,,Brown Eyes,Female Characters,,Living Characters,24.00,"2006, May",2006
132789,Morro (New Earth),,Good Characters,Black Eyes,Male Characters,,Living Characters,24.00,"2006, July",2006
138448,Peter Robinson (New Earth),,Neutral Characters,,Male Characters,,Living Characters,24.00,"2004, November",2004
258011,Daniel Evans (New Earth),Public Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,24.00,"2002, May",2002
208154,Angela St. Grace (New Earth),Secret Identity,Good Characters,,Female Characters,,Living Characters,24.00,"2001, June",2001
1943,Joseph Monteleone (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Male Characters,,Living Characters,24.00,"2001, July",2001
61646,Philo Zeiss (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,24.00,"2000, October",2000
135952,Lindsay Wah (New Earth),Secret Identity,Good Characters,,Female Characters,,Living Characters,24.00,"1996, September",1996
2782,Andrew Van Horn (New Earth),Secret Identity,Good Characters,Green Eyes,Male Characters,,Living Characters,24.00,"1993, October",1993
5317,Krypto the Earth Dog (New Earth),Public Identity,Neutral Characters,,Male Characters,,Living Characters,24.00,"1993, June",1993
3636,Nicholas Kovak (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,24.00,1993,1993
11239,Kreon (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,24.00,"1992, March",1992
114981,Peter Cannon (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,24.00,"1992, September",1992
126326,Ulysses Hadrian Armstrong (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,24.00,"1992, December",1992
44395,Paul Westfield (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,24.00,"1991, August",1991
65221,Anthony Mantegna (New Earth),Secret Identity,Good Characters,,Male Characters,Homosexual Characters,Living Characters,24.00,"1988, May",1988
69867,Sarah Olsen (New Earth),,,Green Eyes,Female Characters,,Living Characters,24.00,"1988, March",1988
1667,Carmine Falcone (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,24.00,"1987, February",1987
2703,Kilg%re (New Earth),Public Identity,Bad Characters,Photocellular Eyes,Genderless Characters,,Living Characters,24.00,"1987, August",1987
116630,Martin Allard (New Earth),,,Brown Eyes,Male Characters,,Living Characters,24.00,"1987, March",1987
46055,Franklin Berkowitz (New Earth),Public Identity,,Brown Eyes,Male Characters,,Deceased Characters,24.00,"1986, November",1986
113088,Coldsnap (New Earth),,Bad Characters,,Male Characters,,Living Characters,24.00,"1984, April",1984
113095,Heatstroke (New Earth),,Bad Characters,,Female Characters,,Living Characters,24.00,"1984, April",1984
4817,Rebecca Jones (New Earth),Secret Identity,Bad Characters,Red Eyes,Female Characters,,Living Characters,24.00,"1984, March",1984
273287,Wayne Tarrant (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,24.00,"1984, June",1984
160947,Wyynde (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,24.00,"1982, April",1982
81515,Lambien (New Earth),Secret Identity,Neutral Characters,Gold Eyes,Male Characters,,Living Characters,24.00,"1981, June",1981
88042,Fero (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,24.00,"1973, January",1973
16949,Linda Olsen Ridge (New Earth),Public Identity,Good Characters,,Female Characters,,Deceased Characters,24.00,"1972, November",1972
17292,Doctor Bedlam (New Earth),Secret Identity,Bad Characters,Photocellular Eyes,Male Characters,,Deceased Characters,24.00,"1971, June",1971
32836,Roderick Rose (New Earth),Secret Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,24.00,"1968, November",1968
115316,Alpheus Hyatt (New Earth),,Good Characters,,Male Characters,,Living Characters,24.00,"1962, November",1962
62037,Mark Mandrill (New Earth),,Bad Characters,Blue Eyes,Male Characters,,Living Characters,24.00,"1961, April",1961
11436,Phillip Cobb (New Earth),,Bad Characters,,Male Characters,,Living Characters,24.00,"1957, December",1957
139969,Herbert Simms (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,24.00,"1942, January",1942
19056,Anthony Zucco (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,24.00,"1940, April",1940
174880,David Singh (New Earth),,Good Characters,,Male Characters,,Living Characters,23.00,"2010, May",2010
151778,Ratchet (New Earth),Public Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,23.00,"2008, December",2008
23834,Karu-Sil (New Earth),Public Identity,Bad Characters,Black Eyes,Female Characters,,Living Characters,23.00,"2007, June",2007
11654,Gerome McKenna (New Earth),Secret Identity,Good Characters,,Male Characters,,Deceased Characters,23.00,"2006, July",2006
96285,Streaky (New Earth),Public Identity,Neutral Characters,Yellow Eyes,Male Characters,,Living Characters,23.00,"2006, November",2006
21531,Zoanne Wilkins (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,23.00,"2006, July",2006
4759,Holly Granger (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Deceased Characters,23.00,"2005, May",2005
5642,Timothy Zanetti (New Earth),Secret Identity,Good Characters,,Male Characters,,Deceased Characters,23.00,"2005, March",2005
63389,Jane Doe (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,23.00,"2003, July",2003
1796,Kirk DePaul (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,23.00,"2002, February",2002
4892,Freak (New Earth),Secret Identity,Good Characters,Amber Eyes,Female Characters,,Living Characters,23.00,"2001, December",2001
4897,Theodore Bruder (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,23.00,"2001, December",2001
2760,Victor Darge (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,23.00,"2001, December",2001
2739,Guillermo Barrera (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,23.00,"1998, July",1998
96662,Stella Maxwell (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,23.00,"1994, December",1994
4886,Bandage People,Secret Identity,Good Characters,,,,Living Characters,23.00,"1993, June",1993
65212,Ladonna Jameal (New Earth),Secret Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,23.00,"1988, May",1988
3633,Mason Trollbridge (New Earth),,,Brown Eyes,Male Characters,,Living Characters,23.00,"1988, August",1988
18210,Hestia (New Earth),Public Identity,Neutral Characters,,Female Characters,,Living Characters,23.00,"1987, February",1987
90907,Robert Long (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,23.00,"1987, March",1987
125877,Mikhail Gorbachev (New Earth),Public Identity,,Blue Eyes,Male Characters,,Living Characters,23.00,"1985, November",1985
336942,Citrina (New Earth),Public Identity,Good Characters,Yellow Eyes,Female Characters,,Living Characters,23.00,"1983, April",1983
14731,Aristides Demetrios (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,23.00,"1982, June",1982
16028,Charon (New Earth),Secret Identity,Neutral Characters,,,,Living Characters,23.00,"1982, August",1982
21869,David Drake (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,23.00,"1981, February",1981
1929,Albert Michaels (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,23.00,"1978, May",1978
62429,Qwewq (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,23.00,"1972, August",1972
9895,Steppenwolf (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Deceased Characters,23.00,"1972, March",1972
80558,Mokkari (New Earth),Secret Identity,Bad Characters,White Eyes,Male Characters,,Living Characters,23.00,"1971, January",1971
84389,Tannarak (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,23.00,"1970, December",1970
2725,Leander Brent (New Earth),,Good Characters,,Male Characters,,Living Characters,23.00,"1966, June",1966
47735,Jillian Jackson (New Earth),,Good Characters,,Female Characters,,Living Characters,23.00,"1965, November",1965
296891,Medusa (New Earth),Public Identity,Bad Characters,,Female Characters,,Living Characters,23.00,"1964, October",1964
12368,Rath (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,23.00,"1962, March",1962
15721,Saul Erdel (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,23.00,"1955, November",1955
96472,Abraham Lincoln (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,23.00,"1950, September",1950
27213,Lawrence Lance (New Earth),Public Identity,,Blue Eyes,Male Characters,,Deceased Characters,23.00,"1948, February",1948
139971,Richard Mehlville (New Earth),,Good Characters,,Male Characters,,Living Characters,23.00,"1942, January",1942
82197,Thor the Thunder Dog (New Earth),,Good Characters,,Male Characters,,Living Characters,23.00,"1942, March",1942
16238,Cronus (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,23.00,"1941, December",1941
4861,Dummy (New Earth),,Bad Characters,Brown Eyes,Male Characters,,Living Characters,23.00,"1941, December",1941
90015,Woodley Allen (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,23.00,"1941, April",1941
200057,Richard Stanton (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,23.00,"1940, May",1940
42002,Karl Hellfern (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,23.00,"1939, July",1939
118317,Tribulus (New Earth),Public Identity,Neutral Characters,,Male Characters,,Living Characters,22.00,"2009, April",2009
12546,Atlee (New Earth),Secret Identity,Good Characters,Violet Eyes,Female Characters,,Living Characters,22.00,"2007, January",2007
12761,Alix Harrower (New Earth),Secret Identity,Good Characters,White Eyes,Female Characters,,Living Characters,22.00,"2006, January",2006
11850,Father Time (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Male Characters,,Living Characters,22.00,"2006, April",2006
117829,Shorm (New Earth),Public Identity,Good Characters,Green Eyes,Male Characters,,Living Characters,22.00,"2005, November",2005
4885,Vortex (New Earth),Secret Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,22.00,"2004, May",2004
129115,Jackson Davies (New Earth),,Good Characters,Brown Eyes,Male Characters,,Living Characters,22.00,"2003, February",2003
12006,Kent Connor (New Earth),Secret Identity,Bad Characters,Black Eyes,Male Characters,,Deceased Characters,22.00,"1997, January",1997
61118,Lyle Bolton (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,22.00,"1996, January",1996
257265,Nicholas Bromfield (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,22.00,"1995, December",1995
57835,Liam McHugh (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,22.00,"1994, March",1994
61354,Bird (New Earth),Secret Identity,,,Male Characters,,Living Characters,22.00,"1993, January",1993
126968,Alicia Collins (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,22.00,"1992, April",1992
260742,Brian Arsala (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,22.00,"1988, December",1988
61214,Cornelius Stirk (New Earth),Public Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,22.00,"1988, November",1988
1955,Otis Flannegan (New Earth),Public Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,22.00,"1988, April",1988
5277,Walter Johnson I (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,22.00,1988,1988
4893,Wayne Hawkins (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,22.00,"1988, January",1988
119872,Andrew Flint (New Earth),,Good Characters,,Male Characters,,Living Characters,22.00,"1987, September",1987
342794,Myndi Mayer (New Earth),Public Identity,Good Characters,,Female Characters,,Deceased Characters,22.00,"1987, August",1987
139650,Child and Flaw (New Earth),,Bad Characters,,Male Characters,,Living Characters,22.00,"1986, June",1986
80996,Geoffrey Thibodeux (New Earth),,Bad Characters,Black Eyes,Male Characters,,Living Characters,22.00,"1985, January",1985
274106,Norman Paxton (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,22.00,"1984, June",1984
337017,Herbert Winston (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,22.00,"1983, May",1983
337012,Marion Winston (New Earth),Public Identity,Good Characters,,Female Characters,,Living Characters,22.00,"1983, May",1983
4786,Anton Lamont (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,22.00,"1978, October",1978
18531,Phobos (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,22.00,"1969, August",1969
2721,William King (New Earth),,Good Characters,,Male Characters,,Living Characters,22.00,"1966, June",1966
134915,Ace Arn (New Earth),Secret Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,22.00,"1965, November",1965
12367,Abnegazar (New Earth),Secret Identity,Bad Characters,Black Eyes,Male Characters,,Living Characters,22.00,"1962, March",1962
95648,Santiago Vargas (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,22.00,"1955, January",1955
11862,David Clark (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,22.00,"1941, January",1941
174406,Gavril Ivanovich (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,21.00,"2010, August",2010
148876,John Raymond (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,21.00,"2009, October",2009
88847,Moses Lwanga (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,21.00,"2008, December",2008
12785,Ghost Fox Killer (New Earth),Secret Identity,Neutral Characters,White Eyes,Female Characters,,Living Characters,21.00,"2006, June",2006
173708,Jeremy Karne (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,21.00,"2006, July",2006
11973,Jonathan Horne (New Earth),Public Identity,,,Male Characters,,Living Characters,21.00,"2006, October",2006
117856,Turytt (New Earth),Secret Identity,Good Characters,Red Eyes,Male Characters,,Living Characters,21.00,"2006, June",2006
138388,Henry Bucher (New Earth),Secret Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,21.00,"2004, May",2004
68700,Monolith (New Earth),Secret Identity,Neutral Characters,,Male Characters,,Living Characters,21.00,"2004, April",2004
2783,Avruiskin of Pokolistan (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,21.00,"2001, July",2001
